ID,nom_id,revision_code,name,altitude_igm,latitude_south,longitude_west,observations,comment,igm_rectangle_id,mountain_id
418,Embalse Yeso_26,26,Piuquencillo,4047,33° 35' 50'',70° 11' 06'',,,15,418
419,Embalse Yeso_27,27,Pico Negro,4430,33° 35' 28'',70° 03' 38'',,,15,419
420,Embalse Yeso_28,28,Punta Andino,4240,33° 35' 58'',70° 03' 28'',,,15,420
421,Embalse Yeso_29,29,Punta Negra,4127,33° 36' 48'',70° 03' 27'',,,15,421
422,Embalse Yeso_30,30,Meson Alto,5257,33° 40' 42'',70° 02' 01'',"Cumbre Norte del macizo, la más alta",,15,422
423,Embalse Yeso_31,31,Punta Gervasutti,5253,33° 40' 53'',70° 01' 54'',Cumbre Central del macizo,,15,423
424,Embalse Yeso_32,32,Reina,4755,33° 40' 13.5'',70° 01' 23.0'',"Cerro que cierra el cajón del Morado entre el Loma Larga y el Mesón Alto, el nombre se lo dieron andinistas del CAU sin haberlo subido es un nombre medianamente difundido./ Abril 09/Ponce",,15,424
425,Embalse Yeso_33,33,Ciervo,4160,33° 41' 30'',70° 04' 00'',,,15,425
426,Embalse Yeso_34,34,Punta Saavedra,5190,33° 41' 27'',70° 02' 14'',Cumbre Suroeste,Cota / Abril 09 / Ponce,15,426
427,Embalse Yeso_35,35,Punta Cacharro,4441,33° 42' 11'',70° 02' 30'',"AM  1963-67  pag 179 (entre Punta Saavedra y Cerro Morado, ascension desde Estero Cortaderas);
Ver Neate pag 12","Nombre aceptado es Punta Cacharro, no Cachureo (EAB)",15,427
428,Embalse Yeso_36,36,Peladeros,3886,33° 41' 12'',70° 12' 45'',,,15,428
429,Embalse Yeso_37,37,Dedo de Dama,3780,33° 42' 05'',70° 12' 23'',,,15,429
430,Embalse Yeso_38,38,Jorge San Martin,4471,33° 42' 35'',70° 02' 49'',Ver foto 14_28 (Carancho),,15,430
431,Embalse Yeso_39,39,Punta Yamakawa,4967,33° 42' 21'',70° 00' 12'',AM 1963-67 pag 175; Estribacion occidental del Cerro Cortaderas (P4967 segun IGM / Embalse El Yeso)      ,Nombre alternativo Cielo Amarillo/Abril 09/Ponce,15,431
432,Embalse Yeso_40,40,Morado,4647,33° 43' 34'',70° 03' 45'',,,15,432
433,Embalse Yeso_41,41,Morado Sur,4490,33° 44' 02'',70° 04' 09'',,,15,433
434,Embalse Yeso_42,42,San Lorenzo,3220,33° 43' 03'',70° 12' 17'',,,15,434
435,Embalse Yeso_43,43,Punta Carancho,4108,"33° 43' 02""","70° 02' 58""","Altura segun AHB;
Ver Fotos 20_63, 14_26",VER AHB / Carancho,15,435
436,Embalse Yeso_44,44,Placas,4672,33° 44' 35'',70° 00' 27'',,,15,436
437,Embalse Yeso_45,45,Mirador del Morado,3883,33° 44' 36'',70° 04' 00'',,,15,437
438,Embalse Yeso_46,46,San Francisco,4345,33° 44' 39'',70° 05' 12'',,,15,438
439,San Jose de Maipo_1,1,P3149,3149,33º 30' 25'',70º 26' 36'',,6291 / 366,16,439
440,San Jose de Maipo_2,2,Loma Las Vegas,2608,33º 30' 49'',70º 21' 28'',,6290 / 374,16,440
441,San Jose de Maipo_3,3,Las Minillas,2483,33º 31' 51'',70º 28' 49'',,6289 / 363,16,441
442,San Jose de Maipo_4,4,Manzanito,2438,33º 32' 05'',70º 25' 54'',,6288 / 367,16,442
443,San Jose de Maipo_5,5,La Tinaja,2509,33º 35' 18'',70º 17' 42'',,6283 / 380,16,443
444,San Jose de Maipo_6,6,Morro Bayo,2655,33º 36' 47'',70º 16' 07'',,6280 / 382,16,444
445,San Jose de Maipo_7,7,Morro Purgatorio,2252,33º 37' 15'',70º 26' 11'',,6279 / 367,16,445
446,San Jose de Maipo_8,8,Morro Doña Isidora,2340,33º 38' 20'',70º 23' 15'',,6277 / 371,16,446
447,San Jose de Maipo_9,9,Los Azules,2436,33º 44' 18'',70º 27' 52'',,6273 / 364,16,447
448,San Jose de Maipo_10,10,Sin Nombre,2815,33º 41' 01'',70º 16' 18'',,6272 / 382,16,448
449,San Jose de Maipo_11,11,Cruzada Las Hormigas,2532,33º 41' 00'',70º 26' 25'',,6272 / 367,16,449
450,San Jose de Maipo_12,12,La Chupalla,2193,33º 43' 53'',70º 16' 27'',,6267 / 382,16,450
451,San Jose de Maipo_13,13,Toro Seco,2394,33º 44' 45'',70º 23' 47'',,6265 / 371,16,451
452,San Jose de Maipo_14,14,Punta Horizonte,2374,33º 44' 51'',70º 20' 35'',"Comentario al nombre, ver AHB",6265 / 375,16,452
453,Tupungato_1,1,Polleritas,5447,33° 15' 47'',69° 54' 52'',Cumbre fronteriza,,17,453
454,Tupungato_2,2,Chimbote,5493,33° 16' 50'',69° 56' 25'',"Se distinguen 3 cumbres; la Sureste es la más alta; ""hombro"" al Suroeste; cumbre fronteriza (UL / Ene 2008)","Waldo Farías y Fernando Fainberg, primera ascension (noticia de Abril 2011) ",17,454
455,Tupungato_3,3,Sierra Bella,5275,33° 16' 09'',69° 49' 58'',Cumbre fronteriza,,17,455
456,Tupungato_4,4,Orientacion,5020,33° 17' 00'',69° 47' 57'',Cumbre fronteriza,Cota revisada (RPonce),17,456
457,Tupungato_5,5,Toscas,5036,33° 17' 07'',69° 57' 17'',"Ver Relato E. Meier / DAV Stgo, 1955
Vecino inmediato al Oeste del Chimbote
Altura IGM 5036, a confirmar (ilegible !)",,17,457
458,Tupungato_6,6,"Gran Bizcocho
(Cordon)",4576,33° 17' 48'',69° 51' 44'',,,17,458
459,Tupungato_7,7,Catedral,5334,33° 18' 34'',69° 58' 53'',Cumbre fronteriza,"Evitar / Eliminar nombre alternativo ""Cerro Rabicano"" (confusion !) / El Morro Rabicano se encuentra más al Oeste, Ver Hoja Rio Olivares (ver relato de ascension Piderit, CACH 1940)",17,459
460,Tupungato_8,8,Ortega,4561,33° 20' 31'',69° 58' 04'',"Nombre en homenaje al famoso arriero Exequiel Ortega, (ca 1930 a 1950); Ver mapa Lliboutry;",,17,460
461,Tupungato_10,10,Volcan Tupungato,6570,33º 21' 19'',69º 46' 08'',Cumbre fronteriza,,17,461
462,Tupungato_11,11,Volcan Tupungatito,5550,33º 23' 14'',69º 48' 50'',"Cumbre fronteriza / Altura segun andeshandbook = 5 550m, ver eM 19.11.2006",,17,462
463,Tupungato_12,12,Punta Meier,5908,33º 24' 45'',69º 47' 44'',"En memoria del recordado andinista Eberhard Meier; Ver AVivanco / 26 Sept 2008 (eM)
(cumbre Norte del Nevado sin Nombre)",,17,463
464,Tupungato_13,13,P5382,5382,33º 24' 21'',69º 50' 27'',"Nombre ? 
(al suroeste del Volcan Tupungatito)",,17,464
465,Tupungato_14,14,Los Negros,4520,33º 24' 28'',69º 53' 51'',Nombre segun mapa IGM,"Loa arrieros lo llaman ""Auxiliar Oveja"", es visible desde casi todo el valle de Río Colorado / Rponce/5/2009",17,465
466,Tupungato_15,15,Museo,4196,33º 25' 52'',69º 57' 40'',Nombre segun mapa IGM,,17,466
467,Tupungato_16,16,Nevado sin Nombre,5933,33º 25' 14'',69º 47' 44'',"Cumbre fronteriza
Se confirma el nombre, dado por los primeros escaladores !",,17,467
468,Tupungato_17,17,P5781,5781,33° 25' 30'',69° 49' 33'',,"Punta muy representativa del macizo del Cerro Alto, visible desde casi toda la cordillera / Rponce/5/2009",17,468
469,Tupungato_18,18,El Barco,4547,33º 26' 57'',69º 51' 21'',"Al oeste del Cerro Alto
Nombre segun mapa IGM",,17,469
470,Tupungato_20,20,P5984,5984,33° 27' 06'',69° 49' 08'',Cumbre chata al norte del Cerro Alto,UL / 15 Mayo 2009,17,470
471,Tupungato_19,19,Alto,6148,33º 27' 54'',69º 48' 47'',Cumbre fronteriza,,17,471
472,Tupungato_22,22,Mesetas,6030,33º 28' 12'',69º 49' 18'',"Comentario R. Ponce; Ver foto 20_33;
Cumbre a m/m un km del Alto",el nombre Mesetas es utilizado por los arrieros del sector/Rponce/5/2009,17,472
473,Tupungato_21,21,P5838,5838,33° 28' 42'',69° 49' 40'',,"Punta en el filo Alto-Piuquenes, probablemente no sea cumbre indepediente, pero adquiere valor ya que es una de las cumbres más altas inescalada de Chile central, esto según EE./Rponce/5/2009",17,473
474,Tupungato_24,24,P5868,5868, 33° 29' 38'', 69° 49' 48'',,"Punta en el filo Alto-Piuquenes, probablemente no sea cumbre indepediente, pero adquiere valor ya que es una de las cumbres más altas inescalada de Chile central, esto según EE./Rponce/5/2009",17,474
475,Tupungato_23,23,Kobe,5067,33° 29' 55'',69° 56' 48'',Info de Kurt Claussen / Valparaiso,,17,475
476,Rio Olivares_1,1,Punta Verde,4735,33º 15' 31'',70º 12' 09'',"Correccion de acuerdo a andeshandbook, mapa Grupo Plomo; cota de altura segun IGM",,18,476
477,Rio Olivares_2,2,P4789,4789,33º 16' 45'',70º 04' 48'',"Extremo Norte de la Sierra del Coironal, y cumbre más alta del grupo",,18,477
478,Rio Olivares_3,3,Solari,5325,33º 16' 01'',70º 02' 11'',Cumbre fronteriza,,18,478
479,Rio Olivares_4,4,Roth,5335,33º 16' 17'',70º 02' 57'',"Luego de escalar ambas cumbres (1959) y encontrar testimonios, U. Lorber deja constancia que el cerro Roth efectivamente está al Oeste del Solari, y no al SurEste como lo indica Lliboutry (Cerro Roth es ligeramente más alto !). Ver mapa en Z. ANDINA 1959, pag 36
Ver tambien AM 1959, pag 92
Esta cumbre no es fronteriza !",,18,479
480,Rio Olivares_5,5,"""Roth
 Antecumbre Oeste""",5018,33º 16' 26'',70º 03' 49'',,,18,480
481,Rio Olivares_6,6,P5133,5133,33º 16' 23'',70º 01' 29'',"Cumbre fronteriza, al SE del Solari, no tiene nombre;
Lliboutry (1956) erroneamente le asigna el nombre ""Roth""",,18,481
482,Rio Olivares_7,7,Bismarck,4650,33º 16' 02'',70º 11' 49'',"Correccion de acuerdo a andeshandbook, mapa Grupo Plomo, incl cota de altura",,18,482
483,Rio Olivares_8,8,P4943,4943,33º 17' 57'',70º 00' 31'',Cumbre fronteriza; Nombre ?,,18,483
484,Rio Olivares_9,9,P4692,4692,33º 17' 44'',70º 04' 36'',Sierra del Coironal,,18,484
485,Rio Olivares_12,12,Pintor,4180,33º 17' 17'',70º 15' 00'',Coordenadas segun AHB/Grupo Plomo, 10-12-2010 / UL,18,485
486,Rio Olivares_13,13,Cepo,4309,33º 18' 08'',70º 11' 08'',erróneamente llamado Klatt; ver testimonio encontrado en Nov 2012 en la cumbre P4182,,18,486
487,Rio Olivares_14,14,P4720,4720,33-18-59,70º 04' 25'',Sierra del Coironal ,,18,487
488,Rio Olivares_15,15,P4384,4384,33º 19' 54'',70º 04' 19'',"Sierra del Coironal;
Segun IGM: ""Cerro Potrerillos""",,18,488
489,Rio Olivares_18,18,Morro Rabicano,4897,33º 19' 49'',70º 00' 11'',"Cota conforme al mapa IGM
Ver Lliboutry (1956) pag 269-270, y mapa
Ver foto 15B_05","Report de Piderit (1940, primera ascension) confirma nombre y posicion de esta cumbre",18,489
490,Rio Olivares_19,19,Lagruca,4109,33º 19' 01'',70º 10' 49'',Revision Nov 2005,,18,490
491,Rio Olivares_20,20,Klatt,4182,33º 19' 39'',70º 10' 45'',"Testimonio encontrado Nov 2012 (primera ascension Harseim y Niehaus, 1948)",,18,491
492,Rio Olivares_21,21,P4391,4391,33º 20' 50'',70º 04' 07'',Sierra del Coironal,,18,492
493,Rio Olivares_22,22,P4578,4578,33º 21' 24'',70º 04' 57'',Sierra del Coironal,,18,493
494,Rio Olivares_25,25,Bávaro,4085,33º 21' 46'',70º 10' 20'',Nombre > Cerro Bávaro (Ver AVivanco y E Atalah/2011),,18,494
495,Rio Olivares_26,26,Laguna,4120,33º 22' 17'',70º 11' 29'',"Revision Feb 2013; Eberhard Meier en 1946 llamó a este cerro ""Laguna"", en primera ascension ! Segun IGM, la cumbre Sur es la más alta; 
Transitoriamente se le llamó ""Manantial""",,18,495
496,Rio Olivares_27,27,P3942,3942,33º 22' 31'',70º 10' 01'',Nombre ?,,18,496
497,Rio Olivares_28,28,"Alto del Coironal
(cumbre central)",4756,33º 22' 20'',70º 05' 16'',"Cumbre central de la Sierra del Coironal;
mapa IGM muestra en este sector ""SVE"" - poca o mala definicion ! Ver item 2","Ver Fotos 15_96, 15_96B, 15B_02, 15B_10B;
Segun Lliboutry (1956, pag 269), el acceso logico a la cumbre sería por el Este (Est. Parraguirre) (UL / Junio 2011)",18,497
498,Rio Olivares_29,29,Alto del Chacayal,4528,33º 23' 49'',70º 05' 14'',"Sierra del Coironal, nombre segun IGM",,18,498
499,Rio Olivares_30,30,Capitan,4157,33º 23' 13'',70º 12' 03'',"Ver panoramica en mapa-guia Sierra de Ramon, AndesHbk Dic 2006 ",,18,499
500,Rio Olivares_31,31,Teniente,4156,33º 23' 39'',70º 11' 37'',Marzo 2006,,18,500
501,Rio Olivares_31B,31B,Sargento Este,3792,33º 23' 33'',70º 12' 45'',"Primera ascension por Eberhard Meier, 1943
Ver tambien Sargento Oeste","Ver fotos 15_54, 15_55, 15B_96, 15C_69",18,501
502,Rio Olivares_32,32,Sargento Oeste,3808,33º 23' 47'',70º 12' 55'',"Primera ascension por Evelio Echevarria y Fernando Montenegro, 2001; Cota y posicion fueron modificadas (AVivanco, Octubre 2012); ver Sargento Este",Ver foto 15C_68,18,502
503,Rio Olivares_33,33,P4056,4056,33º 24' 25'',70º 11' 29'',Nombre ?,,18,503
504,Rio Olivares_34,34,P4389,4389,33º 24' 42'',70º 05' 15'',Sierra del Coironal,,18,504
505,Rio Olivares_35,35,P4265,4265,33º 25' 44'',70º 04' 47'',Sierra del Coironal,,18,505
506,Rio Olivares_36,36,P4030,4030,33º 25' 06'',70º 11' 19'',Nombre ?,,18,506
507,Rio Olivares_37,37,P3897,3897,33º 25' 51'',70º 11' 20'',"Bonita cumbre, no tiene nombre
Cordon del Quempo",,18,507
508,Rio Olivares_38,38,P3830,3830,33º 26' 21'',70º 11' 05'',"Bonita cumbre, no tiene nombre
Cordon del Quempo",,18,508
509,Rio Olivares_39,39,"Alto del Tofo
(Cordon El Dique)",3960,33º 26' 30'',70º 04' 50'',"Sierra del Coironal, nombre segun IGM",,18,509
510,Farellones_1,1,Manchón,3720,33° 15' 20'',70° 18' 42'',Altura y Posicion de acuerdo a AHB; IGM posiciona esta cumbre m/m dos km más al norte (hoja Disputada);,,19,510
511,Farellones_2,2,Carpa,2776,33° 15' 03'',70° 27' 57'',,,19,511
512,Farellones_3,3,Conchalí,2552,33° 15' 49'',70° 28' 39'',,,19,512
513,Farellones_4,4,Canoitas,2650,33° 17' 34'',70° 23' 04'',"Es Canoitas, no Canditas (AV)",,19,513
514,Farellones_5,5,Parva,4047,33° 17' 52'',70° 15' 25'',,,19,514
515,Farellones_6,6,Falsa Parva,3888,33° 18' 10'',70° 15' 53'',,,19,515
516,Farellones_7,7,Boiniguita,2220,33° 19' 31'',70° 23' 53'',,,19,516
517,Farellones_8,8,del Medio,2326,33° 19' 22'',70° 20' 26'',,,19,517
518,Farellones_9,9,Loma de la Vaca,2030,33° 20' 18'',70° 25' 34'',,,19,518
519,Farellones_10,10,Colorado,3339,33° 20' 32'',70° 16' 06'',,,19,519
520,Farellones_11,11,Pochoco,1804,33° 21' 01'',70° 26' 57'',,,19,520
521,Farellones_13,13,Cebolla,2470,33° 23' 54'',70° 18' 29'',,,19,521
522,Farellones_12,12,Ñipa,2347,33° 23' 46'',70° 24' 45'',Los comentarios a favor de Ñipa (en vez de Ñipas) son convincentes ! ,,19,522
523,Farellones_14,14,Covarrubias,2365,33° 25' 28'',70° 22' 12'',,,19,523
524,Farellones_15,15,Provincia,2750,33° 25' 21'',70° 25' 58'',,,19,524
525,Farellones_16,16,Morro del Tambor,2893,33° 26' 56'',70° 25' 33'',,,19,525
526,Farellones_17,17,San Ramón,3253,33° 28' 56'',70° 26' 13'',,,19,526
527,Farellones_18,18,Morro Abanico,2152,33° 29' 04'',70° 28' 50'',,,19,527
528,Farellones_19,19,La Polvareda,3738,33° 16' 39'',70° 16' 47'',AV / EA / UL / 13 Enero 2011,,19,528
529,Polleras_1,1,P5083,5083,33º 00' 08'',69º 58' 59'',"""Doris Antecumbre Sur"" (UL) / nombre provisorio",,20,529
530,Polleras_3,3,P5215,5215,,,?,Ver Foto 07_36 - Cordon Chorrillos (lado argentino),20,530
531,Polleras_4,4,P5300,5300,,,CAE ? / Piramidal ?,Ver Foto 07_36 - Cordon Chorrillos (lado argentino),20,531
532,Polleras_6,6,P5160,5160,33º 02' 42'',69º 57' 00'',,Co del Gaucho 5050; - Cordon Chorrillos (lado argentino),20,532
533,Polleras_7,7,P5082,5082,33º 03' 08'',69º 56' 46'',,Co Gredos 5070; - Cordon Chorrillos (lado argentino),20,533
534,Polleras_8,8,P5286,5286,33º 03 58'',69º 56' 54'',,Co Tte 1o Fco Ibañez 5260; -Cordon Chorrillos (lado argentino),20,534
535,Polleras_9,9,P5172,5172,33º 05' 18'',69º 56' 54'',,Co de la Hispanidad 5330; -Cordon Chorrillos (lado argentino),20,535
536,Polleras_10,10,P5306,5306,33º 06' 07'',69º 57' 06'',,Co Amezúa  5350;  -Cordon Chorrillos (lado argentino),20,536
537,Polleras_11,11,P5040,5040,33º 07' 06'',69º 56' 23'',, - Cordon Chorrillos (lado argentino),20,537
538,Polleras_20,20,"Polleras
AC Norte 3",4786,33º 12' 06'',69º 53' 18''," 5000 m (distancia aerea a la CP, aprox)","AC = Antecumbre, CP = Cumbre Principal",20,538
539,Polleras_21,21,"Polleras
AC Este 3",4781,33º 14' 00'',69º 52' 04''," 4500 m (distancia aerea a la CP, aprox)",,20,539
540,Polleras_22,22,"Polleras
AC Norte 2",5330,33º 13' 27'',69º 54' 20''," 2000 m (distancia aerea a la CP, aprox)",,20,540
541,Polleras_23,23,"Polleras
AC Oeste",5458,33º 14' 29'',69º 56' 01''," 1700 m (distancia aerea a la CP, aprox)",,20,541
542,Polleras_24,24,"Polleras
AC Este 1",5375,33º 14' 23'',69º 54' 10''," 1200 m (distancia aerea a la CP, aprox)",,20,542
543,Polleras_25,25,"Polleras
AC Este 2",5136,33º 14' 31'',69º 53' 35''," 2000 m (distancia aerea a la CP, aprox)",,20,543
544,Polleras_26,26,"Polleras 
Cumbre Principal",5993,33º 14' 23'',69º 54' 54'',"Riso Patron a este cerro le llamó (inicialmente) ""Gigante""",,20,544
545,Polleras_27,27,Polleras Oeste,5970,33º 14' 32'',69º 55' 10''," 500 m (distancia aerea a la CP, aprox)",,20,545
546,Polleras_28,28,"Polleras
AC Norte 1",5683,33º 14' 04'',69º 54' 50'',"Altura en el mapa IGM lee 5183 (error) !
 600 m (distancia aerea a la CP, aprox)",,20,546
547,Cordon Piuquenes_1,1,Mono Verde,4524,33º 00' 22'',70º 02' 52'',,,21,547
548,Cordon Piuquenes_3,3,Alto de los Leones,5380,33º 00' 18'',70º 08' 00'',"Ascension por el lado del Rio de los Leones (lado suroeste): Ver AAJ 1980, p 598",,21,548
549,Cordon Piuquenes_4,4,P5217,5217,33º 00' 36'',70º 07' 19'',"Ascension por Bazán, degli Esposti y Zelaya, 29 Feb 1964 (Alpinismo italiano nel Mondo, Vol II, M. Fantin), pag 774-775 (""Punta Bortolo"")",,21,549
550,Cordon Piuquenes_5,5,P5166,5166,33º 00' 44'',70º 06' 50'',Aparentemente sin ascension,,21,550
551,Cordon Piuquenes_6,6,Cumbre Rascacielos,4900,33º 00' 50'',70º 04' 33'',Cumbre en el filo norte del Nevado Juncal,,21,551
552,Cordon Piuquenes_7,7,P4815,4815,33º 01' 30'',70º 03' 00'',Cumbre fronteriza; Nombre ?,,21,552
553,Cordon Piuquenes_8,8,Valentin Ugarte,4666,33º 01' 44'',70º 01' 29'',"Reubicado, segun mapa Helbling (no fronteriza);
Subsisten dudas respecto a posicion exacta;
Ver mapa Suarez-Videla",,21,553
554,Cordon Piuquenes_9,9,"Nevado Juncal
Antecumbre Norte",5392,33º 01' 34'',70º 04' 42'',"Mirando del Oeste, se ve una doble cumbre",,21,554
555,Cordon Piuquenes_10,10,Punta Fugaz,4265,33º 01' 08'',70º 12' 06'',"Al Noroeste del Alto del Potrero Escondido;
Punta Fugaz  (Ver Neate pag 8)
Ver AM 1959 pag 86","Info. Personal: Punta Fugaz, escalada en 4,5 h desde CB en Laguna del PE (3240m)
Primera ascension en Feb 1958, KHWinter",21,555
556,Cordon Piuquenes_11,11,"Nevado Juncal 
Cumbre Sur",5925,33º 02' 54'',70º 05' 34'',,,21,556
557,Cordon Piuquenes_12,12,"Nevado Juncal 
Cumbre Chilena",5953,33º 02' 54'',70º 05' 57'',,,21,557
558,Cordon Piuquenes_13,13,Columna,5660,33º 02' 03'',70º 06' 39'',,,21,558
559,Cordon Piuquenes_14,14,"Negro 
(del Juncal)",5295,33º 02' 38'',70º 03' 27'',,,21,559
560,Cordon Piuquenes_15,15,"Nevado Juncal
Cumbre Principal",5966,33º 02' 25'',70º 05' 01'',"Cumbre fronteriza
Altura ""clasica"" segun R. Helbling, ver Nota al lado",Medicion hecha por Camilo Rada el 2 Dic 2010 con un GPS Geodesico arroja 5966m para la cumbre principal,21,560
561,Cordon Piuquenes_17,17,Alto del Potrero Escondido,4986,33º 03' 09'',70º 10' 04'',,,21,561
562,Cordon Piuquenes_18,18,"Alto del Potrero Escondido
Cumbre Este",4810,33º 03' 11'',70º 09' 24'',,,21,562
563,Cordon Piuquenes_19,19,"Alto del Potrero Escondido
Cumbre Sur",4682,33º 03' 51'',70º 10' 23'',,,21,563
564,Cordon Piuquenes_20,20,Punta Amistad,5210,33º 03' 31'',70º 04' 31'',"Al sur del portezuelo entre JCS y Nev Plomo
Neate pag 6 habla de ""Co de la Amistad""; AAJ 1966 pag 184; Exped. Japonesa al Juncal Sur", 1.6.2011 / 7.1.2013,21,564
565,Cordon Piuquenes_21,21,Juncal Chico CP,5617,33º 04' 00'',70º 06' 37'',"Esta cumbre, la noroeste, es la más alta",,21,565
566,Cordon Piuquenes_22,22,"Juncal Chico
Cumbre Central",5602,33º 04' 11'',70º 06' 34'',Esta cumbre normalmente se escala,,21,566
567,Cordon Piuquenes_23,23,Lucia-Dinamarca,4498,33º 04' 02'',70º 11' 48'',Acceso logico por cajon Barriga; ,,21,567
568,Cordon Piuquenes_24,24,"""Punta Policha"" ",4718,33º 04' 40'',70º 07' 36'',Nombre segun Matias Aurtenechea / Dic 2006 Nombre provisorio,,21,568
569,Cordon Piuquenes_25,25,Nevado Olivares,5005,33º 05' 40'',70º 09' 32'',,,21,569
570,Cordon Piuquenes_26,26,Asociacion,4775,33º 05' 52'',70º 10' 30'',,,21,570
571,Cordon Piuquenes_27,27,El Paso,4811,33º 05' 08'',70º 07' 36'',"Primera Ascension (y Nombre) Bazan y Sneberger
(Info de Matias Aurtenechea Dic 2006)",,21,571
572,Cordon Piuquenes_28,28,Nevado del Plomo,6070,33º 06' 01'',70º 03' 50'',Cumbre fronteriza,,21,572
573,Cordon Piuquenes_29,29,P4875,4875,33º 05' 22'',70º 08' 40'',Nombre ? Cumbre al NE del Nevado Olivares; acceso por Estero Barriga,,21,573
574,Cordon Piuquenes_30,30,P4730,4730,33º 05' 24'',70º 08' 09'',Nombre ? Cumbre al NE del Nevado Olivares; acceso por Estero Barriga,,21,574
575,Cordon Piuquenes_31,31,P4708,4708,33º 05' 32'',70º 07' 45'',Nombre ? Cumbre al NE del Nevado Olivares; acceso por Estero Barriga,,21,575
576,Cordon Piuquenes_32,32,Nevado Barriga,4560,33º 05' 52'',70º 11' 08'',,,21,576
577,Cordon Piuquenes_33,33,P5556,5556,33º 06' 48'',70º 04' 28'',"Cumbre al sur del Nevado del Plomo; cumbre fronteriza; nombre, ascension ?",,21,577
578,Cordon Piuquenes_34,34,Anec,4907,33º 06' 25'',70º 11' 50'',,,21,578
579,Cordon Piuquenes_35,35,Picarte,5060,33º 06' 32'',70º 09' 10'',,,21,579
580,Cordon Piuquenes_36,36,Dorado,4962,33º 06' 11'',70º 09' 01'',Cumbre norte del Picarte; Ver Neate pag 8,,21,580
581,Cordon Piuquenes_37,37,Federacion,4997,33º 07' 10'',70º 08' 45'',,,21,581
582,Cordon Piuquenes_38,38,Bahamonde,4911,33º 07' 10'',70º 11' 55'',"Recuerda a Ruperto Bahamonde, Ingeniero
(exploracion Alto Olivares)",,21,582
583,Cordon Piuquenes_39,39,Punta sin Nombre,4822,33º 07' 32'',70º 13' 00'',Ver Report FEACh 1988 pags 3 y 4,,21,583
584,Cordon Piuquenes_40,40,Alto del Moradito,4807,33º 07' 51'',70º 13' 14'',Ver Report FEACh 1988 pags 3 y 4,,21,584
585,Cordon Piuquenes_41,41,Nevado del Rincon,5538,33º 07' 41'',70º 03' 17'',"Cumbre al norte del Riso Patron; cumbre fronteriza; Ver Magnani, Mendoza 2002, pag 143; Ver Neate 1994 pag 6; Ver San Roman 1990 # 181; Ver AAJ 1977 pag 229-230
Segun Elvis Acevedo, Bazan le puso ""Nevado del Rincon"", Esposti ""Bologna""","Primera ascension Manuel Bazan y Giuseppe Degli Esposti, 15 Feb 1976, desde el Oeste (= lado chileno)",21,585
586,Cordon Piuquenes_42,42,Mirador del Olivares,4416,33º 08' 14'',70º 10' 50'',Ver Report FEACh 1988 pags 3 y 4,,21,586
587,Cordon Piuquenes_43,43,"Negro
(de la Copa)",4928,33º 08' 10'',70º 14' 00'',,,21,587
588,Cordon Piuquenes_44,44,Riso Patron,5720,33º 08' 50'',70º 03' 40'',"Comentario Ismael Mena Nov 2006: 
Riso Patron es la version correcta !",,21,588
589,Cordon Piuquenes_45,45,Barentin,4728,33º 08' 51'',70º 12' 41'',"Revision general; Ver Neate/1994 pag 8;
Ver Report FEACh 1988 pags 3 y 4",,21,589
590,Cordon Piuquenes_46,46,Iver,4723,33º 08' 39'',70º 13' 29'',,,21,590
591,Cordon Piuquenes_47,47,Punta Sherpa,4581,33º 09' 08'',70º 13' 36'',"Ortografia muy variada ! Sheirap, Sheirab, Sherpa, ++
Neate/1994 pag 8; FEACh 1988; San Roman",,21,591
592,Cordon Piuquenes_48,48,Punta Leonor,4665,33º 09' 20'',70º 13' 43'',"Ver San Roman/1990 Tercer grupo # 114
Ver Neate/1994 pag 9; 
Ver Report FEACh 1988 pags 3 y 4",,21,592
593,Cordon Piuquenes_49,49,Punta La Cuña,4582,33º 09' 44'',70º 14' 13'',"Ver San Roman / 1990, Tercer grupo # 31
Ver Report FEACh 1988 pags 3 y 4",,21,593
594,Cordon Piuquenes_50,50,Cerro Divisorio,3910,33º 09' 25'',70º 07' 50'',"Nombre reemplaza a ""Loma Rabona"" (contribucion de Walter Stehr / Santiago; ver tambien perrosalpinos)",,21,594
595,Cordon Piuquenes_51,51,"AC Oeste, Riso Patron",5363,33º 09' 10'',70º 04' 45'',"""Antecumbre Oeste"" del Riso Patron; ver Foto 15_98",,21,595
596,Cordon Piuquenes_52,52,"AC Oeste, Tronco",5290,33º 10' 32'',70º 04' 12'',"""Antecumbre Oeste"" del Tronco; ver Fotos 15_94 y 15_98",,21,596
597,Cordon Piuquenes_53,53,Punta Amarilla,4565,33º 10' 07'',70º 14' 23'',Ver Report FEACh 1988 pags 3 y 4,,21,597
598,Cordon Piuquenes_54,54,Francisco Chavez,4830,33º 10' 52'',70º 10' 34'',"Al noreste del Osiecki;
ver report FEACh 1988 pags 43 y 56
ver San Roman, Tercer grupo, # 113",,21,598
599,Cordon Piuquenes_55,55,Altar,5180,33º 10' 55'',70º 14' 25'',,,21,599
600,Cordon Piuquenes_56,56,Tronco,5567,33º 10' 22'',70º 03' 34'',"Tres cumbres, casi iguales; IGM indica: cumbre central = 5567m, cumbre E = 5564m, cumbre W = 5558m",,21,600
